,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
81357,jopXZhgCjhfx5KjFJKD-vw,Happy Days,119 W Washington St,Millstadt,IL,62260,38.4616665,-90.0936242,4,9,1,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'False', 'BikeParking': 'True'}","Food, Ice Cream & Frozen Yogurt",
81446,DOGobCECSZNaaDCevtG8Vg,Kool Beanz Cafe,1316 Niedringhaus Ave,Granite City,IL,62040,38.701326,-90.149951,4.5,39,0,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'Caters': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'HasTV': 'False', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'""}","Cafes, Restaurants, Coffee & Tea, Food","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0'}"
81617,ckZhtxSuiKvO-4FuePUSdg,Rural King,740 N Market St,Waterloo,IL,62298,38.35075213,-90.14897525,2.5,26,1,"{'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}","Home & Garden, Hardware Stores, Fashion, Farming Equipment, Department Stores, Home Services, Pet Stores, Shopping, Building Supplies, Pets","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-21:0'}"
81618,BN8SE7aTaX0ANGcgMsMAPw,Ravanelli's Restaurant & Carry Out,3 American Vlg,Granite City,IL,62040,38.723868,-90.124268,4,35,0,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'no'"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'BikeParking': 'False'}","Caterers, Italian, Steakhouses, Restaurants, Event Planning & Services","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '10:0-20:0'}"
81736,xAFm9garGTlVwegJPStZjQ,White Castle,5820 Belleville Crossing St,Belleville,IL,62226,38.5271278,-90.0351142,2.5,12,1,"{'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True'}","Restaurants, Burgers, Hot Dogs, Fast Food","{'Monday': '5:0-5:0', 'Tuesday': '5:0-5:0', 'Wednesday': '5:0-5:0', 'Thursday': '5:0-5:0', 'Friday': '5:0-5:0', 'Saturday': '5:0-5:0', 'Sunday': '5:0-5:0'}"
81958,8iiOtnFCXPsq4mbXd-L-Qg,McDonald's,6091 Center Grove Rd,Edwardsville,IL,62025,38.78779132,-89.98046011,1.5,24,1,"{'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': 'None', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'Ambience': 'None', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'DriveThru': 'True'}","Restaurants, Burgers, Food, Fast Food, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
82088,w2ReK1oQ9EUTgrN6Y0GSRw,McDonald's,2 Engineer Rd,Pontoon Beach,IL,62040,38.74983283,-90.0716418,1.5,30,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'DriveThru': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': None}"", 'RestaurantsDelivery': 'True', 'HasTV': 'True'}","Food, Burgers, Coffee & Tea, Fast Food, Restaurants","{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-0:0', 'Saturday': '5:0-0:0', 'Sunday': '5:0-0:0'}"
82106,ShlGb2ImQJ9xGZMVY1Mbxw,Romano's License Service,10404 Lincoln Trl,Fairview Heights,IL,62208,38.5926157,-89.9995301,5,6,1,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Local Services, Notaries, Public Services & Government, Departments of Motor Vehicles, Registration Services, Automotive","{'Monday': '9:0-15:0', 'Tuesday': '8:30-17:30', 'Wednesday': '8:30-17:30', 'Thursday': '8:30-17:30', 'Friday': '8:30-17:30'}"
82241,uIUjRtUh8fsoczFL6ttWYQ,King Louie's Drive-In,315 S 6th St,Wood River,IL,62095,38.8559261,-90.0861755,4,53,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}"", 'DriveThru': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True'}","Food, Restaurants, Ice Cream & Frozen Yogurt, Coffee & Tea, Burgers","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}"
82409,6-kN0hzfVlyQC3KjWFiD0w,Midas Tire & Auto,6016 N Illinois St,Fairview Heights,IL,62208,38.587932,-89.984286,1.5,9,1,{'BusinessAcceptsCreditCards': 'True'},"Oil Change Stations, Auto Repair, Automotive, Tires","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0'}"
82429,8A2qC_kb9G9fJ6x-oKjhPg,Alvers Auto Repair,4001 Pontoon Rd,Granite City,IL,62040,38.7320298,-90.0802684,2,9,1,{'BusinessAcceptsCreditCards': 'True'},"Auto Repair, Oil Change Stations, Automotive","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-14:0'}"
82543,6JkihMrytPlQrPrJc-iJPg,Locks A 2 Z,732 Patty Dr,Maryville,IL,62062,38.7301572,-89.960052,3.5,5,1,{'BusinessAcceptsCreditCards': 'True'},"Home Services, Keys & Locksmiths","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '8:0-18:0', 'Sunday': '10:0-12:0'}"
82551,pj-gN2zYIB0ARodk2zf_Dw,Gold's Gym,1206 Central Park Dr,O'Fallon,IL,62269,38.57603724,-89.93252724,3,33,0,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Fitness & Instruction, Yoga, Gyms, Active Life, Trainers","{'Monday': '4:0-23:0', 'Tuesday': '4:0-23:0', 'Wednesday': '4:0-23:0', 'Thursday': '4:0-23:0', 'Friday': '4:0-23:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-20:0'}"
82611,VI56AezllQnzHs3FToeY2g,Kumars Restaurant,36 N Wood River Ave,Wood River,IL,62095,38.8615961,-90.0984399,4.5,6,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'""}","Restaurants, American (New)",
82653,#NAME?,Magic Nails,"501 Belt Line Rd, Ste M",Collinsville,IL,62234,38.6924568,-89.9785745,1.5,7,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BikeParking': 'False'}","Beauty & Spas, Nail Salons","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '12:0-17:0'}"
82790,CBXly4YEShOzxA6524BE3Q,McDonald's,1515 Johnson Rd,Granite City,IL,62040,38.7236247,-90.12146652,1.5,13,1,"{'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'DriveThru': 'True'}","Food, Fast Food, Coffee & Tea, Burgers, Restaurants","{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-0:0', 'Saturday': '5:0-0:0', 'Sunday': '5:0-0:0'}"
83009,QPyC-EBF95WixkJirlx9zw,Great Clips,1558 W Hwy 50,O Fallon,IL,62269,38.5945,-89.955213,3,5,1,"{'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}","Hair Salons, Beauty & Spas","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-17:0'}"
83035,0xLkA6QPlPaqocGbTWx8mA,Michaels,3500 Green Mount Crossing Dr,Shiloh,IL,62269,38.572271,-89.923953,2.5,11,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Hobby Shops, Arts & Crafts, Shopping, Knitting Supplies","{'Monday': '0:0-0:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '10:0-19:0'}"
83053,WZ-XJZgJc0QtbsjnJ-5Z2Q,The Cyclery & Fitness Center,1225 Thouvenot Ln,Shiloh,IL,62269,38.5700448,-89.9448908,4,5,1,,"Shopping, Fitness/Exercise Equipment, Sporting Goods, Bikes","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '9:0-17:0', 'Sunday': '10:0-17:0'}"
83110,kmXA4JnwZrFwtB1T9n3LeA,Time Out Sports Bar & Grill,111 W Market St,Troy,IL,62294,38.7291818,-89.883888,3,11,1,"{'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, American (Traditional), Nightlife, Sports Bars, Bars","{'Monday': '10:30-1:30', 'Tuesday': '10:30-1:30', 'Wednesday': '10:30-1:30', 'Thursday': '10:30-1:30', 'Friday': '10:30-1:30', 'Saturday': '10:30-1:30', 'Sunday': '10:30-1:30'}"
83183,ASdS6pD6um3EBzCbhpSyKg,Lone Star Steakhouse & Saloon,1310 Central Park Dr,O Fallon,IL,62269,38.5891719,-89.9429667,2.5,9,0,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2'}","American (Traditional), Restaurants, Steakhouses",
83215,hWZSPxrVgAvsq0YeWVwGVA,Smokey Joe's,3998 Lake St,Granite City,IL,62040,38.729939,-90.070941,4,7,1,"{'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'Smoking': ""u'outdoor'"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'BYOB': 'False', 'HasTV': 'True', 'HappyHour': 'False', 'WiFi': ""u'free'"", 'CoatCheck': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'False'}","Pubs, Bars, Nightlife, Sports Bars, Restaurants, Local Flavor, Pizza, Barbeque","{'Monday': '10:0-2:0', 'Tuesday': '8:0-18:0', 'Wednesday': '18:0-2:0', 'Thursday': '18:0-2:0', 'Friday': '10:0-3:0', 'Saturday': '10:0-3:0', 'Sunday': '10:30-2:0'}"
83404,boQRIHiHWgnVxHqPy5FzxA,Lowe's Home Improvement,2501 Greenmount Commons,Belleville,IL,62221,38.5219723,-89.9268863,4,12,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'RestaurantsTakeOut': 'None', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'None'}","Hardware Stores, Shopping, Home & Garden, Local Services, Appliances & Repair, Home Services, Appliances, Nurseries & Gardening, Building Supplies",
83476,OWjMDi-7-jWB4WA91Pc5IQ,Chic N Pig,3200 Godfrey Rd,Godfrey,IL,62035,38.935049,-90.192785,4,25,1,"{'Caters': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'False', 'DogsAllowed': 'False', 'BikeParking': 'True', 'BYOB': 'False', 'OutdoorSeating': 'False', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True'}","Poke, Food, Sandwiches, Barbeque, Southern, Restaurants","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}"
83483,kwLQOE8IiKmx_ftzvWa2qw,Jack in the Box,101 Homer M Adams Pkwy,Alton,IL,62002,38.921601,-90.1789005,3.5,6,1,"{'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'no'"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False', 'DriveThru': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'False'}","Fast Food, Tacos, Breakfast & Brunch, Mexican, Burgers, Restaurants","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}"
83529,bhZW9DsPGAkIShMnh56Djw,Rally's,2220 Madison Avenue,Granite City,IL,62040,38.7031898,-90.141622,3.5,6,1,"{'RestaurantsTakeOut': 'None', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}""}","Fast Food, Restaurants, Burgers","{'Monday': '10:0-3:0', 'Tuesday': '10:0-3:0', 'Wednesday': '10:0-3:0', 'Thursday': '10:0-3:0', 'Friday': '10:0-4:0', 'Saturday': '10:0-4:0', 'Sunday': '10:0-3:0'}"
83632,PaD4NpTx_7j181cbuW_tgA,Circle K,6559 Route 162,Maryville,IL,62062,38.7385262,-89.9572887,2,6,1,"{'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1'}","Gas Stations, Food, Automotive, Convenience Stores","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
83666,XWOa8by51Zfw_l9IdLtX5A,Popeyes Louisiana Kitchen,2390 Homer M Adams Pkwy,Alton,IL,62002,38.9164571,-90.152269,2.5,23,1,"{'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'no'"", 'BikeParking': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsDelivery': 'True'}","Chicken Wings, Restaurants, American (Traditional), Fast Food","{'Monday': '10:30-23:0', 'Tuesday': '10:30-23:0', 'Wednesday': '10:30-23:0', 'Thursday': '10:30-23:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-23:0'}"
83689,LR0cy0FIeQxlD7oJdij9wA,Millpond Brewing & Incubator,308 E Washington St,Millstadt,IL,62260,38.4611781,-90.087709,5,11,1,"{'DogsAllowed': 'True', 'Caters': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False', 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False', 'HappyHour': 'True', 'HasTV': 'True'}","Pubs, Bars, Nightlife, Beer Bar, Breweries, Food, Brewpubs","{'Tuesday': '15:0-22:0', 'Wednesday': '15:0-22:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-19:0'}"
83697,lBmrBQlxJ0gkD3QKtUEVBA,Student Union Cafe,404 W Martin St,Scott AFB,IL,62225,38.54013886,-89.87137299,3.5,5,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'False'}","Restaurants, Coffee & Tea, Food, Cafes","{'Monday': '6:30-19:30', 'Tuesday': '6:30-19:30', 'Wednesday': '6:30-19:30', 'Thursday': '6:30-19:30', 'Friday': '6:30-19:30'}"
83769,hJuyz6JIdQDJeU_7-pt7JQ,Shooters,113 E 1st St,O'Fallon,IL,62269,38.591366,-89.910237,3.5,80,1,"{'WiFi': ""u'no'"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsPriceRange2': '2', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}","Barbeque, Nightlife, Restaurants, Sports Bars, Bars, Burgers",
83770,jDW4w0kICxhWEfgsy0n-YA,Mi Tierra Bonita,3203 Collinsville Rd,Fairmont City,IL,62201,38.64455977,-90.11524035,4.5,47,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""'no'"", 'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'BYOB': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'Corkage': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Grocery, Food, Mexican, Restaurants","{'Monday': '9:30-20:0', 'Tuesday': '9:30-20:0', 'Wednesday': '9:30-20:0', 'Thursday': '9:30-20:0', 'Friday': '9:30-20:0', 'Saturday': '9:30-21:0', 'Sunday': '9:30-20:0'}"
83812,ggseWJhtnqxCpBKN433duQ,Papa John's Pizza,3592 South State Route #159,Glen Carbon,IL,62034,38.7772316,-89.9542981,2,8,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Pizza, Restaurants","{'Monday': '9:30-0:0', 'Tuesday': '9:30-0:0', 'Wednesday': '9:30-0:0', 'Thursday': '9:30-0:0', 'Friday': '9:30-1:0', 'Saturday': '9:30-1:0', 'Sunday': '9:30-0:0'}"
