index,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,GoodForKids,BusinessAcceptsCreditCards,WheelchairAccessible,RestaurantsReservations,RestaurantsPriceRange2,OutdoorSeating,RestaurantsDelivery,Alcohol,HasTV,Caters,RestaurantsGoodForGroups,NoiseLevel,RestaurantsAttire,BikeParking,WiFi,RestaurantsTakeOut,BusinessAcceptsBitcoin,HappyHour,RestaurantsTableService,ByAppointmentOnly,BestNights,Music,GoodForDancing,DogsAllowed,CoatCheck,Smoking,DriveThru,AcceptsInsurance,Corkage,BYOB,BYOBCorkage,DietaryRestrictions,RestaurantsCounterService,Open24Hours,HairSpecializesIn,garage,street,validated,lot,valet,dessert,latenight,lunch,dinner,brunch,breakfast,touristy,hipster,romantic,divey,intimate,trendy,upscale,classy,casual
69686,jFdDyBwJfXxtZEMwWFUTpA,Taco Bell,1710 Troy Rd,Edwardsville,IL,62025,38.7934,-89.9511,3.5,13,1,"Fast Food, Breakfast & Brunch, Restaurants, Tacos, Mexican, Tex-Mex","{'Monday': '7:0-3:0', 'Tuesday': '7:0-3:0', 'Wednesday': '7:0-3:0', 'Thursday': '7:0-3:0', 'Friday': '7:0-4:0', 'Saturday': '7:0-4:0', 'Sunday': '7:0-3:0'}",True,True,,False,1,False,True,'full_bar',True,False,True,'average','casual',True,'no',True,,,,,,,,False,,,True,,,,,,,,,False,,,,False,,,,,,,False,False,False,False,False,False,False,False,False
69746,1gV6szOEDbNnR2Y3ykhQvw,Milo's Tobacco Road,228A North Main St,Edwardsville,IL,62025,38.8138984,-89.9577752,4.0,6,1,"Shopping, Tobacco Shops, Antiques","{'Monday': '9:30-20:0', 'Tuesday': '9:30-20:0', 'Wednesday': '9:30-20:0', 'Thursday': '9:30-20:0', 'Friday': '9:30-20:0', 'Saturday': '9:30-18:0'}",,True,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,,,,,,,,,,,,,
69759,-VXcrZIhuVElGIgJ03Hj9Q,Inn Between,5200 Maryville Rd,Granite City,IL,62040,38.756285,-90.1035925,4.5,5,1,"Mexican, Sports Bars, Restaurants, Pubs, Nightlife, Bars, Dive Bars",,True,True,,False,1,False,True,'none',True,True,True,'quiet','casual',True,,True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
69790,YFXQZpHmdpRCBy6zoKriYQ,El Torero Family Mexican Restaurant,3439 Nameoki Rd,Granite City,IL,62040,38.7252617,-90.1231626,3.0,13,0,"Mexican, Restaurants","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30'}",True,True,,False,1,False,False,u'full_bar',True,False,True,u'average',u'casual',False,u'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,True
69869,ZDinrfm2fP1WIy6IqUFyCw,Petri Cafe,1416 20th St,Granite City,IL,62040,38.7003317544,-90.1478012007,5.0,11,0,"Cafes, Restaurants",,True,False,,False,1,False,False,u'none',True,True,True,u'average',u'casual',False,u'no',True,,,True,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True
69902,JFeBYvmaIsm6S2B-nsCGyQ,BCS Tree Service,5962 State Rte 162,Glen Carbon,IL,62034,38.7383095,-89.9854396,5.0,5,1,"Damage Restoration, Home Services, Tree Services, Crane Services, Local Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69923,ZSZ7Lly7nF0p4g4_KWsWrg,G-B Grill,1858 E Broadway,Alton,IL,62002,38.8882403,-90.1562482,4.5,29,1,"Restaurants, Diners",,True,False,,False,1,False,False,u'none',True,,False,,u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,True,False,,False,False,False,True,False,False,True,,,False,,,False,,,
69935,xsBs3EH4HSy-DOgebog-Ew,157 West Diner,115 N Bluff Rd,Collinsville,IL,62234,38.6715456,-90.0139786,2.5,13,0,"Restaurants, Diners",,True,True,,True,,,False,,True,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,,,,,
69958,S257KZsS7ZsUY4Jgru0Ojw,Stange Law Firm,"25 Professional Park, Ste B",Maryville,IL,62062,38.7379927,-89.9544635,4.5,6,1,"Divorce & Family Law, Lawyers, Professional Services","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70028,mKYrQROIx2fVgqUsInHS9g,Dairy Queen Grill & Chill,412 S Madison St,Lebanon,IL,62254,38.6005812564,-89.807263,4.5,11,1,"Fast Food, Restaurants, Food, Burgers, Ice Cream & Frozen Yogurt","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}",True,True,,False,1,True,True,'none',True,,True,,'casual',True,'free',True,,,,,,,,,,,True,,,,,,,,,False,False,False,True,False,,,,,,,False,False,False,False,False,False,False,False,False
70102,1cCnsqPXW7O7cFPIUlEN5A,Russell Stover Chocolates,5503 N Illinois St,Fairview Heights,IL,62208,38.5827173,-89.9855061,4.0,9,0,"Candy Stores, Specialty Food, Ice Cream & Frozen Yogurt, Chocolatiers & Shops, Food","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-18:0'}",,True,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
70147,C361vgN_65reegQhfOhFhw,Tequila Mexican Restaurant,850,Columbia,IL,62236,38.4438737617,-90.219412,3.5,35,1,"Mexican, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",True,True,True,False,2,False,False,'full_bar',True,True,True,u'average',u'casual',False,u'free',True,,True,True,,,,,False,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
70365,8Qktd0sf3o9EpTCWQLa1Kw,Sakura Hibachi Sushi Bar,"1334 Central Park Dr, Unit 6-7",O'Fallon,IL,62269,38.5901069,-89.94661,3.0,45,0,"Gluten-Free, Sushi Bars, Japanese, Restaurants, Steakhouses, Seafood","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",True,True,,True,2,False,False,u'full_bar',True,,True,u'quiet',u'casual',False,u'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,False,False,False,False,False,False,False,False,False
70568,9pWhA8uF_GmC7UGE6xSrPA,Erato Wine Bar & Restaurant,126 N. Main,Edwardsville,IL,62025,38.8121051,-89.9562055,4.5,23,0,"Bars, Food, American (Traditional), Wine Bars, Nightlife, Restaurants, Beer, Wine & Spirits",,False,True,,True,2,True,False,u'full_bar',,,True,u'average',u'casual',,,,,,,,,,,,,,,,,,,,,,,False,True,False,True,False,,,,,,,,,,,,,,,
70614,Psx7fTtW6fV1tcGKIUzfzg,Jessica's Laundry Center,420 Sherman St,Belleville,IL,62221,38.526054,-89.963172,3.5,5,1,"Local Services, Laundry Services, Dry Cleaning & Laundry","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '5:0-22:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70682,ij3BCvYkL9Obq4cafe2qew,Refuge At The Hills,1015 Belleville St,Lebanon,IL,62254,38.6013789,-89.8219776,4.5,5,0,"Nightlife, Restaurants, American (Traditional), Burgers, Pubs, Bars, Pizza",,True,True,,True,2,True,False,,True,,True,,'casual',True,,True,,,,,,,,,,,False,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70714,7iWKDRNgipCWV__4U3iktg,Papa John's Pizza,"1630 Carlyle, Ste G",Belleville,IL,62221,38.5194625854,-89.9348144531,2.0,9,1,"Pizza, Restaurants","{'Monday': '9:30-0:0', 'Tuesday': '9:30-0:0', 'Wednesday': '9:30-0:0', 'Thursday': '9:30-0:0', 'Friday': '9:30-1:0', 'Saturday': '9:30-1:0', 'Sunday': '9:30-0:0'}",,,,False,1,,True,,,False,False,,,,,True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
70759,qDFtWcIlBx9QYOQwj09_fg,The Round Table Cafe,11 N 64th St,Belleville,IL,62223,38.5537274,-90.039045,3.0,37,1,"Breakfast & Brunch, American (New), Restaurants, American (Traditional), Soup","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",True,True,True,True,1,True,False,u'full_bar',True,False,True,'average','casual',,u'free',True,False,,True,,,,,False,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70872,yiYSrAOeH7Q2U-6rtHygKA,Classic Auto Body,1421 N Illinois St,Swansea,IL,62226,38.52921,-89.9838909,3.5,9,1,"Towing, Car Dealers, Automotive, Auto Repair","{'Monday': '8:0-16:30', 'Tuesday': '8:0-16:30', 'Wednesday': '8:0-16:30', 'Thursday': '8:0-16:30', 'Friday': '8:0-16:30'}",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71022,JIcKYs9tY4nxe2jMwVP2iA,HotShots Sports Bar & Grill - O'Fallon,1319 Central Park Dr,O'Fallon,IL,62269,38.5889998,-89.9455748,3.5,51,1,"Beer, Wine & Spirits, Nightlife, American (Traditional), Food, Party & Event Planning, Bars, Restaurants, Event Planning & Services, Chicken Wings, Sports Bars","{'Monday': '11:0-1:30', 'Tuesday': '11:0-1:30', 'Wednesday': '11:0-1:30', 'Thursday': '11:0-1:30', 'Friday': '11:0-1:30', 'Saturday': '11:0-1:30', 'Sunday': '11:0-0:0'}",False,True,True,True,1,True,True,u'full_bar',True,False,True,'average',u'casual',True,u'free',True,False,True,True,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': False, 'video': False, 'karaoke': False}",,False,False,u'outdoor',,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71084,yGEFpdRisuONpXCOnNTgtA,Papa Vito's Pizza,223 W Mill St,Waterloo,IL,62298,38.3359228,-90.153284,4.0,27,1,"Restaurants, Pizza","{'Monday': '0:0-0:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:0'}",True,True,,False,1,False,True,u'none',True,True,False,u'average',u'casual',False,'no',True,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
71175,LWNkal3NZzLpk7wZ_sONBQ,Ace Hardware,608 Edwardsville Rd,Troy,IL,62294,38.7317756,-89.9005758,4.0,10,1,"Hardware Stores, Home & Garden, Shopping","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-16:0'}",,True,,,2,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
71325,eVTLl2F7_r5etLZwFuU_0g,Brickstreet Brew,220 W Saint Louis St,Lebanon,IL,62254,38.6038214,-89.8099043,5.0,6,0,"Coffee & Tea, Food","{'Monday': '7:0-15:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-19:0'}",,True,False,,1,True,,,,False,,,,True,u'free',True,False,,,,,,,True,,,,,,,,,,,,False,True,False,False,False,,,,,,,,,,,,,,,
71460,4Mj_AepcwTNzoKtTzxx8Tw,The Mane Attraction,1501 Vandalia St,Collinsville,IL,62234,38.6881779,-89.9742561,2.5,8,1,"Beauty & Spas, Nail Salons, Makeup Artists, Hair Salons, Tanning","{'Monday': '11:0-16:0', 'Tuesday': '8:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-16:0'}",True,True,True,,2,,,,,,,,,True,u'free',,,,,False,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
71483,8B4RfSe3e9Fn8R-9eT9wPw,Boxers N Briefs,55 Four Corners Ln,Centreville,IL,62207,38.5566727,-90.1019085,3.0,14,0,"Adult Entertainment, Strip Clubs, Nightlife","{'Tuesday': '19:0-4:0', 'Wednesday': '19:0-4:0', 'Thursday': '19:0-4:0', 'Friday': '19:0-6:0', 'Saturday': '19:0-6:0', 'Sunday': '19:0-3:0'}",,True,,,3,False,,u'full_bar',True,,True,u'loud',,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
71526,4KV4bDVKzUCLrnIHgJKfNg,Frederico's,1551 N Illinois Rte 3,Waterloo,IL,62298,38.3366751895,-90.1503233984,4.0,28,0,"Restaurants, Pizza, Italian, American (Traditional)",,True,True,,True,2,False,False,'full_bar',True,,True,'average','casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71529,tpjCpPYmddwD_U7_9zNRHw,PetSmart,130 Junction Dr,Glen Carbon,IL,62034,38.7772881,-89.9520423,3.5,7,1,"Pet Stores, Pets, Pet Groomers, Pet Services, Pet Training","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '10:0-19:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71589,Jol-uflN4_NdnIDVJtwKog,Massage Envy - Glen Carbon,3000 S State Route 159,Glen Carbon,IL,62034,38.778504,-89.95327,3.0,17,1,"Beauty & Spas, Skin Care, Massage, Massage Therapy, Health & Medical","{'Monday': '0:0-0:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-15:0'}",,True,True,,2,,,,,,,,,False,,,,,,False,,,,,,,,False,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
71734,5l846geLhOhMHqi4LdgtjA,54th Street Grill & Bar,3140 Green Mount Crossing Dr,Shiloh,IL,62269,38.5741364,-89.9280063,3.5,142,1,"American (New), Restaurants, Bars, Sandwiches, American (Traditional), Nightlife, Burgers","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}",True,True,,False,2,False,True,u'full_bar',True,False,True,u'average','casual',False,u'no',True,,True,True,,"{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,False,,,,,,,,,,,False,False,False,True,False,False,,True,True,,False,False,False,False,False,False,False,False,False,True
71797,dJYn3HhPt1irQZu-Q587aw,Goshen Coffee,"6120 Shoger Dr, Ste A",Edwardsville,IL,62025,38.7920050008,-89.9771466774,4.5,23,1,"Food, Restaurants, Cafes, Coffee & Tea","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-14:0'}",,True,True,False,,True,False,u'none',False,True,,,,True,u'free',True,False,True,False,,,,,True,,,True,,,False,,,,,,False,True,False,False,False,,,,,,,,,,,,,,,
71898,h0AtdHJPFK633ZCBqnWFlA,Amira's Bakery,2067 W Hwy 50,O'Fallon,IL,62269,38.592128456,-89.9653458595,4.0,5,0,"Bakeries, Food",,,True,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
71924,JoppPGwh3NdVKExLm-vcWw,Float Center Shiloh,3660 Green Mt Crossing Dr,Shiloh,IL,62269,38.5717445,-89.9237721,4.0,13,0,"Local Services, Meditation Centers, Float Spa, Fitness & Instruction, Day Spas, Skin Care, Medical Spas, Active Life, Massage, Beauty & Spas, Professional Services, Massage Therapy, Health & Medical, Business Consulting","{'Monday': '9:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '7:30-21:0', 'Sunday': '9:0-17:0'}",,True,True,,,,,,,,,,,True,,,,,,False,,,,,,,,False,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
71944,Mptvpd_AHtxFak3aVHV-cQ,Accredited Roofing,320 S 5th St,Caseyville,IL,62232,38.6401372,-90.031687,4.5,9,1,"Contractors, Roofing, Home Services, Windows Installation, Gutter Services, Damage Restoration, Siding","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71972,W_5TmN6sYlft8wqGsqlyfA,Hardee's,2 S Belt E,Belleville,IL,62220,38.5020893638,-89.9834218,1.5,7,1,"Fast Food, Restaurants, Burgers","{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:0', 'Saturday': '5:0-22:0', 'Sunday': '6:0-22:0'}",True,True,,False,1,,True,,,,True,,'casual',,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71986,FJCgmzfjlHgaRstj2tMAdw,Taco Bell,101 Niagara St.,East Alton,IL,62024,38.882357999999996,-90.120915,2.0,7,1,"Breakfast & Brunch, Tex-Mex, Restaurants, Mexican, Tacos, Fast Food","{'Monday': '7:0-2:0', 'Tuesday': '7:0-2:0', 'Wednesday': '7:0-2:0', 'Thursday': '7:0-2:0', 'Friday': '7:0-3:0', 'Saturday': '7:0-3:0', 'Sunday': '7:0-2:0'}",True,True,,False,1,None,True,,True,False,True,u'average','casual',,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False
72161,S_dBJJGd5ggqRAq6dTjF7A,The Boulevard Wingstreet,"4 Club Centre Ct, Ste E",Edwardsville,IL,62025,38.7779486,-89.9846396,3.0,12,0,"Food, Chicken Wings, Burgers, Restaurants","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-3:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-0:0'}",True,True,,False,1,False,True,u'full_bar',True,True,True,u'average',u'casual',,u'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,False,False,False,False,False,False,False,False,True
72209,Kfaq9cuyeXHkzWwL39jUWw,Lotawata Creek Southern Grill,311 Salem Pl,Fairview Heights,IL,62208,38.601418,-89.9820064,3.5,550,1,"Restaurants, Southern, American (Traditional)","{'Monday': '11:0-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:30'}",True,True,,False,2,False,False,u'full_bar',True,False,True,u'average',u'casual',False,u'free',True,,,True,,,,,False,,,,,,,,,,,,False,False,False,True,False,,False,True,True,,False,,False,False,False,False,False,False,False,True
72230,E6rlbqtq5dDKeLQXJ7fEcw,Pop's,1403 Mississippi Ave,E Saint Louis,IL,62201,38.6087962,-90.1704805,2.0,7,1,"Bars, Nightlife",,,True,,,3,True,,'full_bar',True,,True,'loud',,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,False,False,False,False,False,False,False,False,False
72337,xjUtI0-k_d1-ZvBqXU9TYA,Old Herald Brewery & Distillery,115 E Clay St,Collinsville,IL,62234,38.6713918,-89.986116,4.0,107,1,"Food, Restaurants, American (New), Brewpubs, Event Planning & Services, Venues & Event Spaces, Breweries, Nightlife, Distilleries, Bars, Pubs","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-20:0'}",True,True,True,False,2,True,False,,,False,,u'average',,True,u'free',False,,False,,False,,,,False,False,,,,,,,,,,,False,True,False,,False,,,,,,,,,,,,,,,
72395,0kJN26EB8Pw2clkDqh5wsw,The Happy Cow,601 N Main St,Caseyville,IL,62232,38.6446526,-90.0173841,4.0,17,0,"Restaurants, American (Traditional)","{'Tuesday': '7:0-19:30', 'Wednesday': '7:0-19:30', 'Thursday': '7:0-19:30', 'Friday': '7:0-19:30', 'Saturday': '7:0-16:30', 'Sunday': '8:0-14:0'}",True,True,,False,1,False,False,u'none',False,False,True,u'quiet',u'casual',True,u'no',True,,,,,,,,,,,,,,,'no',,,,,False,False,False,True,False,,,,,,,False,False,False,True,False,False,False,False,False
72439,Q_RiHdDrdtWFiVRxO3nOoA,Comfort Suites,137 Ludwig Drive,Fairview Heights,IL,62208,38.601519,-89.994293,2.5,11,1,"Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",,True,,,2,,,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72485,wMGjF3eTtmkOPudjV_z--Q,1818 Chophouse,6170 Bennett Drive,Edwardsville,IL,62025,38.7938686927,-89.9769958021,4.0,188,1,"Steakhouses, Restaurants, Breakfast & Brunch, Seafood","{'Monday': '15:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '10:0-20:0'}",False,True,True,True,2,True,False,u'full_bar',True,True,True,u'average',u'casual',True,u'free',True,,True,True,,,,,False,,,,,,False,,,,,,False,False,False,True,False,False,False,,True,,False,False,False,False,False,False,False,False,True,False
72572,M2QrpJ-Dyee0dNPHdeM7YA,Quantum Vision Centers,3990 N Illinois St,Swansea,IL,62226,38.5635567543,-89.9842318906,3.0,8,1,"Optometrists, Health & Medical, Eyewear & Opticians, Laser Eye Surgery/Lasik, Ophthalmologists, Shopping, Doctors","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '8:0-16:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
72595,me0wyulFzPYsv6-PnqfQFw,Tire Choice Auto Service Centers,6212 N Illinois,Fairview Heights,IL,62208,38.590681000000004,-89.984495,3.0,11,1,"Automotive, Tires, Oil Change Stations, Auto Repair","{'Monday': '0:0-0:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72636,p97AKAHZbh7siJS6FA9xzw,Schiappa's Restaurant,1411 W Hwy 50,O'Fallon,IL,62269,38.592067,-89.952865,3.0,22,0,"Pizza, Italian, Restaurants, Chicken Wings","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-20:0'}",True,True,,None,2,True,False,u'full_bar',True,True,True,u'average',u'casual',True,u'free',True,,True,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,False,False,False,False,False,False,False,False,True
72670,w2_k8bcHzjSpD0ZLO8LQLQ,JV's Downtown Bar & Grill,117 N Main St,Waterloo,IL,62298,38.3367652,-90.1507373,3.5,22,1,"American (Traditional), Barbeque, Restaurants","{'Monday': '10:0-1:0', 'Tuesday': '10:0-1:0', 'Wednesday': '10:0-1:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-1:0'}",True,True,,False,2,True,False,u'full_bar',True,True,True,u'average',u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,True,True,False,False,False,False,False,,False,False,False,False,True
72761,0SDdm3Xn4f_lRcmfxeEzwA,Pizza Hut,3801 Nameoki Rd,Granite City,IL,62040,38.730065,-90.125146,2.5,7,1,"Chicken Wings, Italian, Fast Food, Restaurants, Pizza","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-22:0'}",True,True,,False,1,False,True,'none',True,True,True,'average','casual',False,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
